Sum of Quantity,Year,Quarter,Month,Day,Sum of UnitPrice,Sum of CostPrice,Category,Region,total sales (SUMX),Sum of profit
3,2023,Qtr 1,March,22,190,140,Grocery,East,513,93
8,2023,Qtr 1,March,23,4722,3325,Beauty,South,28332,1732
3,2023,Qtr 1,March,23,511,319,Clothing,North,1533,576
6,2023,Qtr 1,March,23,4097,2961,Electronics,West,22123.8,4358
7,2023,Qtr 1,March,23,1378,962,Home,East,9163.7,2430
6,2023,Qtr 1,March,23,3099,1959,Home,South,14875.2,3121
1,2023,Qtr 1,March,24,1955,1354,Clothing,East,1564,210
5,2023,Qtr 1,March,24,3702,3012,Home,West,18510,3450
3,2023,Qtr 1,March,25,1159,888,Electronics,North,3477,813
9,2023,Qtr 1,March,25,3831,2517,Electronics,South,11525.25,1931
8,2023,Qtr 1,March,25,1004,815,Home,South,7630.4,1110
3,2023,Qtr 1,March,26,3813,2775,Beauty,East,9151.2,826
6,2023,Qtr 1,March,26,1791,1208,Grocery,South,8059.5,812
7,2023,Qtr 1,March,26,2385,1928,Home,South,16695,3199
3,2023,Qtr 1,March,26,1329,864,Home,West,2990.25,398
6,2023,Qtr 1,March,27,588,324,Clothing,South,2646,702
8,2023,Qtr 1,March,27,1823,1213,Grocery,East,11667.2,1963
1,2023,Qtr 1,March,27,4658,2396,Home,North,4192.2,1796
4,2023,Qtr 1,March,28,1231,948,Clothing,South,2470.8,483
6,2023,Qtr 1,March,28,50,36,Electronics,South,225,9
2,2023,Qtr 1,March,28,492,401,Electronics,West,885.6,84
8,2023,Qtr 1,March,28,2330,1452,Grocery,East,18640,7024
1,2023,Qtr 1,March,28,673,558,Home,East,538.4,-20
5,2023,Qtr 1,March,29,923,745,Grocery,South,4153.5,429
3,2023,Qtr 1,March,30,4673,2809,Beauty,South,10514.25,2087
3,2023,Qtr 1,March,30,1861,1445,Electronics,East,5583,1248
2,2023,Qtr 1,March,30,4636,2952,Grocery,West,6954,1050
6,2023,Qtr 1,March,31,1290,884,Beauty,South,6579,1275
3,2023,Qtr 1,March,31,3760,2727,Clothing,West,9588,1407
7,2023,Qtr 1,March,31,3945,2425,Electronics,South,20711.25,3736
5,2023,Qtr 1,March,31,746,504,Grocery,South,3170.5,651
7,2023,Qtr 2,April,1,3271,2496,Clothing,East,20607.3,3135
4,2023,Qtr 2,April,1,4024,2509,Clothing,North,12072,2036
2,2023,Qtr 2,April,1,686,529,Clothing,West,1372,314
1,2023,Qtr 2,April,1,2724,1928,Electronics,East,2315.4,387
4,2023,Qtr 2,April,1,4985,3403,Electronics,South,16949,3337
5,2023,Qtr 2,April,1,154,112,Home,East,654.5,95
3,2023,Qtr 2,April,2,937,720,Beauty,East,2389.35,229
4,2023,Qtr 2,April,2,382,318,Electronics,North,1451.6,180
10,2023,Qtr 2,April,2,5603,4610,Home,West,31467.6,2914
7,2023,Qtr 2,April,3,4283,3014,Home,South,23984.8,2887
5,2023,Qtr 2,April,4,1198,652,Beauty,East,5391,2131
1,2023,Qtr 2,April,4,1037,715,Beauty,North,985.15,270
4,2023,Qtr 2,April,4,4304,3588,Home,North,17216,2864
10,2023,Qtr 2,April,4,2072,1588,Home,South,10360,2420
8,2023,Qtr 2,April,5,2646,1503,Clothing,North,19051.2,7027
6,2023,Qtr 2,April,5,3099,1992,Grocery,North,17664.3,5712
2,2023,Qtr 2,April,6,3004,2405,Grocery,West,6008,1198
7,2023,Qtr 2,April,7,3265,2611,Grocery,South,18284,7
4,2023,Qtr 2,April,8,2063,1594,Beauty,East,7426.8,1051
11,2023,Qtr 2,April,8,2259,1425,Clothing,South,10104.1,2352
8,2023,Qtr 2,April,8,3787,2373,Home,South,27266.4,8282
4,2023,Qtr 2,April,9,3288,2416,Beauty,West,11836.8,2173
6,2023,Qtr 2,April,9,3035,1889,Clothing,North,15478.5,4145
1,2023,Qtr 2,April,9,2492,1643,Grocery,South,2242.8,600
7,2023,Qtr 2,April,9,4324,3514,Grocery,West,25727.8,1130
7,2023,Qtr 2,April,9,1113,823,Home,East,7011.9,1251
15,2023,Qtr 2,April,10,2843,1777,Beauty,South,17119.6,4052
1,2023,Qtr 2,April,10,3760,1884,Clothing,South,3572,1688
6,2023,Qtr 2,April,10,2932,2355,Electronics,West,14953.2,823
8,2023,Qtr 2,April,10,283,143,Grocery,South,2264,1120
2,2023,Qtr 2,April,11,4154,2594,Beauty,South,6646.4,1458
6,2023,Qtr 2,April,11,954,485,Clothing,South,4579.2,1669
7,2023,Qtr 2,April,11,4913,3626,Home,East,30951.9,5570
6,2023,Qtr 2,April,12,2674,1604,Beauty,East,12033,2409
8,2023,Qtr 2,April,12,4891,2556,Beauty,North,33258.8,12811
2,2023,Qtr 2,April,12,4891,2701,Electronics,East,7825.6,2424
8,2023,Qtr 2,April,13,1784,946,Home,West,14272,6704
6,2023,Qtr 2,April,14,3572,2671,Electronics,South,21432,5406
2,2023,Qtr 2,April,14,3196,2295,Home,South,6072.4,1482
5,2023,Qtr 2,April,15,2782,1587,Clothing,South,13910,5975
3,2023,Qtr 2,April,15,4918,3595,Electronics,West,11803.2,1018
1,2023,Qtr 2,April,16,3317,2057,Clothing,South,2653.6,597
8,2023,Qtr 2,April,16,1668,1237,Clothing,West,10675.2,779
1,2023,Qtr 2,April,16,1747,961,Grocery,East,1397.6,437
7,2023,Qtr 2,April,16,3188,2393,Grocery,West,18968.6,2218
7,2023,Qtr 2,April,17,392,285,Clothing,South,2195.2,200
8,2023,Qtr 2,April,17,3614,2964,Electronics,East,24575.2,863
10,2023,Qtr 2,April,17,820,499,Electronics,South,3708,978
6,2023,Qtr 2,April,17,4125,2456,Home,South,22275,7539
6,2023,Qtr 2,April,18,1557,1046,Beauty,North,7940.7,1665
8,2023,Qtr 2,April,18,7539,4865,Grocery,East,24333,6412
3,2023,Qtr 2,April,18,752,455,Grocery,South,1917.6,553
4,2023,Qtr 2,April,18,3267,2486,Grocery,West,10454.4,510
1,2023,Qtr 2,April,19,743,554,Beauty,South,668.7,115
18,2023,Qtr 2,April,19,3987,2415,Clothing,South,25646.35,8475
2,2023,Qtr 2,April,20,2190,1102,Beauty,West,3942,1738
4,2023,Qtr 2,April,20,4393,3417,Clothing,South,17572,3904
4,2023,Qtr 2,April,20,3732,2427,Grocery,West,11942.4,2234
9,2023,Qtr 2,April,21,4412,2268,Electronics,West,8983,3242
1,2023,Qtr 2,April,21,833,632,Grocery,West,624.75,-7
4,2023,Qtr 2,April,21,4700,3545,Home,South,15040,860
1,2023,Qtr 2,April,22,3584,1887,Beauty,East,3046.4,1159
6,2023,Qtr 2,April,22,4135,2359,Clothing,South,22329,8175
3,2023,Qtr 2,April,22,334,236,Clothing,West,851.7,144
7,2023,Qtr 2,April,23,383,268,Clothing,West,2144.8,269
3,2023,Qtr 2,April,23,3796,2319,Home,East,9679.8,2723
5,2023,Qtr 2,April,24,1648,906,Beauty,South,6180,1650
5,2023,Qtr 2,April,24,897,665,Grocery,North,4485,1160
7,2023,Qtr 2,April,25,4169,2695,Beauty,North,23346.4,4481
5,2023,Qtr 2,April,25,2890,2448,Beauty,South,10837.5,-1403
3,2023,Qtr 2,April,25,1927,1061,Beauty,West,4624.8,1442
7,2023,Qtr 2,April,25,6017,4771,Clothing,South,12545.25,-616
7,2023,Qtr 2,April,25,2900,2180,Clothing,West,19285,4025
7,2023,Qtr 2,April,25,3634,2090,Electronics,East,22894.2,8264
4,2023,Qtr 2,April,25,3781,3083,Grocery,East,14367.8,2036
3,2023,Qtr 2,April,25,1255,647,Home,South,3576.75,1636
5,2023,Qtr 2,April,26,859,688,Beauty,East,3865.5,426
3,2023,Qtr 2,April,26,1815,1160,Grocery,North,5445,1965
3,2023,Qtr 2,April,26,738,483,Home,North,1992.6,544
3,2023,Qtr 2,April,26,1237,822,Home,South,1868.6,410
6,2023,Qtr 2,April,27,327,242,Beauty,North,1569.6,118
7,2023,Qtr 2,April,27,736,521,Beauty,South,4636.8,990
3,2023,Qtr 2,April,27,3808,3173,Beauty,West,8568,-951
4,2023,Qtr 2,April,27,4930,2545,Clothing,West,17748,7568
6,2023,Qtr 2,April,27,3226,1917,Electronics,North,18388.2,6886
5,2023,Qtr 2,April,27,1651,989,Home,South,7842.25,2897
4,2023,Qtr 2,April,28,1643,1115,Electronics,East,5586.2,1126
1,2023,Qtr 2,April,28,2718,2007,Electronics,South,2038.5,32
3,2023,Qtr 2,April,28,4659,3744,Home,North,11181.6,-50
2,2023,Qtr 2,April,29,2644,1361,Home,South,5023.6,2302
2,2023,Qtr 2,April,30,3234,2029,Electronics,South,6468,2410
5,2023,Qtr 2,April,30,2837,2192,Home,South,14185,3225
7,2023,Qtr 2,April,30,2325,1628,Home,West,15461.25,4065
7,2023,Qtr 2,May,1,645,340,Beauty,South,3612,1232
2,2023,Qtr 2,May,1,2310,1870,Clothing,West,4389,649
1,2023,Qtr 2,May,2,397,215,Beauty,East,357.3,142
5,2023,Qtr 2,May,2,2845,1477,Beauty,North,13513.75,6129
4,2023,Qtr 2,May,2,2463,1703,Home,West,7881.6,1070
1,2023,Qtr 2,May,3,1593,1336,Clothing,East,1513.35,177
4,2023,Qtr 2,May,3,605,356,Electronics,South,2178,754
9,2023,Qtr 2,May,4,4677,2677,Beauty,South,18495.8,5835
1,2023,Qtr 2,May,4,540,285,Clothing,East,513,228
1,2023,Qtr 2,May,4,1291,790,Clothing,South,1097.35,307
2,2023,Qtr 2,May,4,650,373,Clothing,West,1040,294
1,2023,Qtr 2,May,4,3510,2181,Electronics,South,2632.5,452
4,2023,Qtr 2,May,5,2076,1510,Beauty,East,6228,188
4,2023,Qtr 2,May,5,762,491,Clothing,North,2895.6,932
1,2023,Qtr 2,May,5,2194,1209,Electronics,South,2084.3,875
5,2023,Qtr 2,May,5,4967,2572,Home,West,18626.25,5766
5,2023,Qtr 2,May,6,4690,2855,Electronics,South,22277.5,8003
10,2023,Qtr 2,May,7,7635,5363,Clothing,South,31751.7,5199
5,2023,Qtr 2,May,7,103,61,Home,North,437.75,133
8,2023,Qtr 2,May,7,1989,1644,Home,South,12729.6,-422
6,2023,Qtr 2,May,8,4657,3466,Beauty,South,20956.5,161
8,2023,Qtr 2,May,8,1082,582,Clothing,South,7790.4,3134
7,2023,Qtr 2,May,8,3645,2511,Grocery,South,24239.25,6662
6,2023,Qtr 2,May,9,3668,2501,Clothing,West,17606.4,2600
4,2023,Qtr 2,May,9,2980,1812,Electronics,West,10132,2884
1,2023,Qtr 2,May,9,2620,1779,Home,East,2489,710
8,2023,Qtr 2,May,12,528,416,Beauty,East,4012.8,685
2,2023,Qtr 2,May,12,2025,1554,Electronics,North,3037.5,-71
6,2023,Qtr 2,May,12,3499,2582,Electronics,South,19944.3,4452
5,2023,Qtr 2,May,12,190,145,Grocery,North,760,35
5,2023,Qtr 2,May,12,3361,2494,Grocery,West,12603.75,134
2,2023,Qtr 2,May,13,2840,2214,Clothing,East,4828,400
4,2023,Qtr 2,May,13,397,314,Grocery,South,1191,-65
1,2023,Qtr 2,May,14,3381,2478,Beauty,West,3211.95,734
8,2023,Qtr 2,May,14,4431,2480,Clothing,South,30130.8,10291
3,2023,Qtr 2,May,14,2544,1900,Electronics,South,7632,1932
8,2023,Qtr 2,May,14,1065,745,Home,West,6816,856
3,2023,Qtr 2,May,15,3470,2286,Beauty,North,8328,1470
3,2023,Qtr 2,May,15,4261,2481,Beauty,South,12783,5340
1,2023,Qtr 2,May,15,868,645,Grocery,East,651,6
15,2023,Qtr 2,May,16,3364,2775,Electronics,West,21179.949999999997,-438
8,2023,Qtr 2,May,17,4371,2292,Clothing,South,29722.8,11387
2,2023,Qtr 2,May,17,3871,2984,Home,North,7742,1774
3,2023,Qtr 2,May,19,3231,1620,Beauty,South,9693,4833
1,2023,Qtr 2,May,19,3012,1830,Clothing,North,2861.4,1031
5,2023,Qtr 2,May,19,2144,1267,Electronics,East,8040,1705
5,2023,Qtr 2,May,19,3568,1863,Grocery,East,13380,4065
1,2023,Qtr 2,May,20,364,258,Beauty,West,364,106
4,2023,Qtr 2,May,20,4525,2384,Clothing,East,13575,4039
4,2023,Qtr 2,May,20,1091,843,Clothing,West,3927.6,556
4,2023,Qtr 2,May,20,3698,2717,Grocery,East,14792,3924
2,2023,Qtr 2,May,20,4003,3223,Home,East,6404.8,-41
7,2023,Qtr 2,May,20,2591,2061,Home,South,18137,3710
4,2023,Qtr 2,May,21,4961,2749,Beauty,East,19844,8848
4,2023,Qtr 2,May,21,3236,1695,Grocery,West,11649.6,4870
1,2023,Qtr 2,May,22,2283,1884,Clothing,South,1712.25,-172
8,2023,Qtr 2,May,22,1950,1251,Electronics,East,14040,4032
3,2023,Qtr 2,May,23,3098,1562,Clothing,North,7899.9,3214
3,2023,Qtr 2,May,23,4265,2311,Grocery,South,10875.75,3943
8,2023,Qtr 2,May,24,3285,2265,Clothing,South,21024,2904
5,2023,Qtr 2,May,24,3945,2662,Electronics,East,14793.75,1484
2,2023,Qtr 2,May,24,3704,1938,Grocery,West,7408,3532
4,2023,Qtr 2,May,24,3070,1837,Home,North,9824,2476
2,2023,Qtr 2,May,25,1080,627,Beauty,South,1836,582
9,2023,Qtr 2,May,25,8506,6882,Electronics,East,30579,-2955
5,2023,Qtr 2,May,25,1901,1277,Electronics,North,9505,3120
7,2023,Qtr 2,May,25,4691,2836,Electronics,South,29553.3,9701
4,2023,Qtr 2,May,26,4815,3704,Electronics,North,15408,592
7,2023,Qtr 2,May,26,3996,3106,Grocery,East,20979,-763
6,2023,Qtr 2,May,26,3994,2163,Home,North,17973,4995
6,2023,Qtr 2,May,27,2462,1942,Clothing,North,11079,-573
2,2023,Qtr 2,May,27,162,87,Grocery,South,275.4,101
3,2023,Qtr 2,May,27,3379,2258,Home,South,8616.45,1842
2,2023,Qtr 2,May,28,4410,2477,Beauty,South,8820,3866
1,2023,Qtr 2,May,28,2896,2116,Beauty,West,2461.6,346
3,2023,Qtr 2,May,28,1979,1301,Electronics,East,4749.6,847
3,2023,Qtr 2,May,28,1776,1245,Electronics,North,5328,1593
5,2023,Qtr 2,May,28,4782,3135,Grocery,West,22714.5,7040
6,2023,Qtr 2,May,29,1126,921,Electronics,South,6756,1230
3,2023,Qtr 2,May,29,4898,2713,Grocery,East,11755.2,3616
8,2023,Qtr 2,May,30,6939,5158,Grocery,North,23311.15,2037
7,2023,Qtr 2,May,30,1490,881,Grocery,South,7822.5,1656
5,2023,Qtr 2,May,30,3320,1725,Home,North,13280,4655
6,2023,Qtr 2,May,31,1603,884,Clothing,South,7213.5,1910
3,2023,Qtr 2,May,31,4851,2953,Grocery,South,12370.05,3511
8,2023,Qtr 2,June,1,82,53,Beauty,East,656,232
2,2023,Qtr 2,June,2,1756,1336,Beauty,South,2809.6,138
4,2023,Qtr 2,June,2,1269,675,Clothing,West,4568.4,1868
1,2023,Qtr 2,June,2,2752,1669,Electronics,South,2339.2,670
3,2023,Qtr 2,June,2,4534,3057,Grocery,South,11561.7,2391
1,2023,Qtr 2,June,3,4852,2866,Electronics,South,3881.6,1016
5,2023,Qtr 2,June,3,994,654,Grocery,East,3976,706
7,2023,Qtr 2,June,4,2472,1895,Clothing,South,14708.4,1443
1,2023,Qtr 2,June,4,1601,856,Home,West,1280.8,425
5,2023,Qtr 2,June,5,1109,626,Clothing,East,4713.25,1583
7,2023,Qtr 2,June,5,3166,2245,Electronics,South,19945.8,4231
3,2023,Qtr 2,June,5,431,363,Home,West,1034.4,-55
5,2023,Qtr 2,June,6,1076,729,Electronics,North,5111,1466
7,2023,Qtr 2,June,6,4399,2647,Electronics,South,29253.35,10724
2,2023,Qtr 2,June,7,4228,2769,Beauty,East,7187.6,1650
1,2023,Qtr 2,June,7,646,504,Grocery,South,613.7,110
7,2023,Qtr 2,June,7,2478,1795,Home,South,13876.8,1312
5,2023,Qtr 2,June,8,149,83,Beauty,East,707.75,293
1,2023,Qtr 2,June,8,220,174,Clothing,North,198,24
7,2023,Qtr 2,June,8,2214,1684,Grocery,East,11623.5,-165
7,2023,Qtr 2,June,9,2717,1959,Beauty,North,19019,5306
2,2023,Qtr 2,June,9,109,78,Clothing,West,185.3,29
8,2023,Qtr 2,June,9,3689,2168,Electronics,South,28036.4,10692
8,2023,Qtr 2,June,9,547,380,Home,South,3938.4,898
8,2023,Qtr 2,June,10,4026,3409,Beauty,North,25766.4,-1506
6,2023,Qtr 2,June,10,4616,2473,Beauty,South,27696,12858
2,2023,Qtr 2,June,11,938,731,Clothing,South,1876,414
12,2023,Qtr 2,June,11,4851,3961,Electronics,South,26405.699999999997,153
1,2023,Qtr 2,June,11,4873,3095,Electronics,West,3654.75,560
3,2023,Qtr 2,June,11,2183,1670,Grocery,South,6549,1539
6,2023,Qtr 2,June,11,982,627,Home,East,5008.2,1246
5,2023,Qtr 2,June,12,2295,1199,Beauty,South,9180,3185
8,2023,Qtr 2,June,12,973,720,Clothing,North,7005.6,1246
8,2023,Qtr 2,June,13,938,646,Clothing,North,7128.8,1961
3,2023,Qtr 2,June,13,1210,994,Electronics,South,3448.5,467
7,2023,Qtr 2,June,13,2407,1613,Grocery,West,16849,5558
7,2023,Qtr 2,June,13,2786,1986,Home,South,15601.599999999999,1700
7,2023,Qtr 2,June,14,2594,2066,Grocery,East,17250.1,2788
2,2023,Qtr 2,June,14,4847,3612,Grocery,South,9694,2470
4,2023,Qtr 2,June,14,1831,1306,Home,South,6591.6,1368
5,2023,Qtr 2,June,15,1002,569,Clothing,East,3757.5,913
6,2023,Qtr 2,June,15,1650,1246,Grocery,North,7425,-51
2,2023,Qtr 2,June,15,2633,1535,Grocery,West,4739.4,1669
2,2023,Qtr 2,June,15,1976,1495,Home,South,3754.4,764
8,2023,Qtr 2,June,16,1446,1203,Beauty,North,11568,1944
5,2023,Qtr 2,June,16,2783,1837,Beauty,South,11132,1947
2,2023,Qtr 2,June,16,2793,1896,Clothing,West,5586,1794
2,2023,Qtr 2,June,16,2503,1604,Electronics,East,4004.8,797
4,2023,Qtr 2,June,16,1107,784,Grocery,East,3763.8,628
8,2023,Qtr 2,June,16,3819,2450,Home,South,22914,3314
3,2023,Qtr 2,June,17,3922,2453,Clothing,South,10001.1,2642
7,2023,Qtr 2,June,17,1639,1055,Electronics,South,10899.35,3514
7,2023,Qtr 2,June,18,1990,1376,Electronics,North,12537,2905
5,2023,Qtr 2,June,18,2275,1285,Electronics,South,10237.5,3813
7,2023,Qtr 2,June,18,1614,1163,Grocery,South,10168.2,2027
6,2023,Qtr 2,June,19,4015,3118,Beauty,South,19272,564
6,2023,Qtr 2,June,19,3654,2190,Electronics,North,6744.4,1614
14,2023,Qtr 2,June,19,4900,3547,Grocery,North,27992.7,6485
9,2023,Qtr 2,June,19,8022,6213,Home,North,31649.4,3583
4,2023,Qtr 2,June,20,3739,2895,Clothing,North,11217,-363
1,2023,Qtr 2,June,20,283,190,Electronics,South,268.85,79
4,2023,Qtr 2,June,20,1819,1022,Electronics,West,6548.4,2460
5,2023,Qtr 2,June,20,3073,1629,Grocery,South,13828.5,5684
6,2023,Qtr 2,June,20,5052,2899,Home,South,8241.6,2123
7,2023,Qtr 2,June,20,3307,2331,Home,West,17361.75,1045
3,2023,Qtr 2,June,21,614,444,Beauty,South,1749.9,418
7,2023,Qtr 2,June,21,4714,3328,Clothing,South,26398.4,3102
1,2023,Qtr 2,June,21,2156,1556,Clothing,West,2156,600
5,2023,Qtr 2,June,21,2666,2180,Electronics,East,12663.5,1764
5,2023,Qtr 2,June,21,1384,1019,Electronics,North,6920,1825
4,2023,Qtr 2,June,21,3336,2601,Electronics,South,12676.8,2273
8,2023,Qtr 2,June,21,1464,960,Grocery,South,8784,1104
8,2023,Qtr 2,June,22,2105,1403,Grocery,West,14314,3090
6,2023,Qtr 2,June,23,3093,2300,Beauty,East,17630.1,3830
7,2023,Qtr 2,June,23,6271,4818,Beauty,South,18571.5,187
6,2023,Qtr 2,June,23,1090,729,Grocery,South,6213,1839
6,2023,Qtr 2,June,24,3489,2718,Grocery,South,17793.9,1486
4,2023,Qtr 2,June,25,3967,3096,Clothing,North,13487.8,1104
3,2023,Qtr 2,June,25,2568,1881,Grocery,North,6933.6,1291
7,2023,Qtr 2,June,26,3758,3030,Beauty,South,21044.8,-165
1,2023,Qtr 2,June,26,785,633,Clothing,East,588.75,-44
4,2023,Qtr 2,June,26,3397,2387,Electronics,South,13588,4040
6,2023,Qtr 2,June,26,2983,2377,Grocery,South,17003.1,2741
7,2023,Qtr 2,June,27,1377,911,Beauty,North,7229.25,852
2,2023,Qtr 2,June,28,3752,2166,Beauty,South,6003.2,1671
5,2023,Qtr 2,June,28,4674,2572,Clothing,East,22201.5,9342
7,2023,Qtr 2,June,28,4873,3456,Clothing,South,28994.35,4802
2,2023,Qtr 2,June,28,3378,2179,Grocery,North,5067,709
1,2023,Qtr 2,June,29,3018,2063,Beauty,South,2414.4,351
7,2023,Qtr 2,June,29,4385,3260,Clothing,West,30695,7875
8,2023,Qtr 2,June,29,2541,1628,Electronics,South,15246,2222
3,2023,Qtr 2,June,29,4289,2647,Grocery,North,10293.6,2353
3,2023,Qtr 2,June,30,816,437,Beauty,East,2080.8,770
1,2023,Qtr 2,June,30,2678,2199,Clothing,North,2544.1,345
4,2023,Qtr 2,June,30,716,369,Clothing,South,2434.4,958
6,2023,Qtr 2,June,30,2989,1524,Electronics,North,14347.2,5203
4,2023,Qtr 2,June,30,4436,2869,Home,East,13308,1832
4,2023,Qtr 2,June,30,4167,2279,Home,West,14167.8,5052
3,2023,Qtr 3,July,1,111,57,Beauty,South,249.75,79
6,2023,Qtr 3,July,1,4648,3294,Electronics,South,23704.8,3941
3,2023,Qtr 3,July,1,3189,2199,Home,North,9088.65,2492
6,2023,Qtr 3,July,2,4030,2409,Electronics,East,24180,9726
4,2023,Qtr 3,July,2,1575,1193,Electronics,West,5985,1213
10,2023,Qtr 3,July,2,2530,1511,Grocery,South,12607.199999999999,3243
7,2023,Qtr 3,July,2,3595,2632,Home,North,20132,1708
16,2023,Qtr 3,July,3,8072,6434,Electronics,South,35510.4,2468
4,2023,Qtr 3,July,3,2488,1635,Home,South,9952,3412
4,2023,Qtr 3,July,4,4339,3071,Beauty,East,17356,5072
7,2023,Qtr 3,July,4,811,551,Home,East,5677,1820
7,2023,Qtr 3,July,4,3659,2596,Home,West,20490.4,2318
4,2023,Qtr 3,July,5,2460,1351,Beauty,West,7872,2468
8,2023,Qtr 3,July,5,3165,1636,Grocery,East,24054,10966
6,2023,Qtr 3,July,5,406,306,Grocery,South,2192.4,356
8,2023,Qtr 3,July,5,80,66,Home,South,512,-16
1,2023,Qtr 3,July,5,1039,585,Home,West,1039,454
5,2023,Qtr 3,July,6,1555,1163,Beauty,South,7775,1960
3,2023,Qtr 3,July,6,2203,1154,Clothing,East,5617.65,2156
2,2023,Qtr 3,July,6,2726,1556,Clothing,South,4906.8,1795
7,2023,Qtr 3,July,6,940,675,Grocery,North,6580,1855
4,2023,Qtr 3,July,6,956,573,Grocery,South,3632.8,1341
6,2023,Qtr 3,July,6,3375,1813,Grocery,West,16200,5322
4,2023,Qtr 3,July,6,2095,1308,Home,West,6704,1472
8,2023,Qtr 3,July,7,808,585,Electronics,East,5494.4,814
6,2023,Qtr 3,July,7,4494,2312,Electronics,South,20223,6351
9,2023,Qtr 3,July,8,1550,905,Electronics,North,6248.25,2519
4,2023,Qtr 3,July,8,3921,2101,Electronics,West,14115.6,5712
2,2023,Qtr 3,July,8,2269,1706,Grocery,West,4311.1,899
5,2023,Qtr 3,July,8,4831,3943,Home,South,21739.5,2025
8,2023,Qtr 3,July,9,1240,701,Clothing,East,7440,1832
6,2023,Qtr 3,July,9,749,635,Home,East,4269.3,459
5,2023,Qtr 3,July,9,3590,2261,Home,North,17052.5,5748
6,2023,Qtr 3,July,9,1770,970,Home,South,9027,3207
5,2023,Qtr 3,July,10,3890,3247,Clothing,South,18477.5,2243
8,2023,Qtr 3,July,10,3905,2353,Electronics,East,28116,9292
1,2023,Qtr 3,July,10,1895,1096,Grocery,East,1421.25,325
5,2023,Qtr 3,July,11,2147,1285,Beauty,North,8588,2163
2,2023,Qtr 3,July,11,3458,2313,Beauty,South,5532.8,907
7,2023,Qtr 3,July,11,4171,2976,Clothing,West,27737.15,6905
6,2023,Qtr 3,July,11,356,291,Electronics,South,2029.2,283
6,2023,Qtr 3,July,11,4757,3573,Electronics,West,28542,7104
2,2023,Qtr 3,July,11,1389,1097,Grocery,East,2500.2,306
7,2023,Qtr 3,July,11,4470,3414,Home,East,28161,4263
5,2023,Qtr 3,July,11,775,404,Home,North,2906.25,886
8,2023,Qtr 3,July,12,4111,2361,Electronics,West,27954.8,9067
2,2023,Qtr 3,July,12,2877,1550,Home,South,4890.9,1791
8,2023,Qtr 3,July,13,4593,2414,Home,South,34906.8,15595
5,2023,Qtr 3,July,14,4489,2551,Beauty,South,17956,5201
3,2023,Qtr 3,July,14,3365,2026,Clothing,West,8580.75,2503
1,2023,Qtr 3,July,15,354,240,Beauty,North,318.6,79
1,2023,Qtr 3,July,15,4630,3041,Beauty,West,3472.5,432
1,2023,Qtr 3,July,16,4725,3468,Grocery,South,4725,1257
5,2023,Qtr 3,July,16,4197,2615,Home,South,20985,7910
2,2023,Qtr 3,July,17,4694,3669,Beauty,South,8449.2,1111
8,2023,Qtr 3,July,17,3385,2432,Grocery,West,20310,854
8,2023,Qtr 3,July,18,2142,1386,Clothing,North,15422.4,4334
8,2023,Qtr 3,July,18,549,328,Electronics,East,4392,1768
1,2023,Qtr 3,July,18,4354,2804,Electronics,South,4136.3,1332
4,2023,Qtr 3,July,18,4890,3489,Home,North,17604,3648
6,2023,Qtr 3,July,18,1713,1111,Home,South,8736.3,2070
10,2023,Qtr 3,July,19,4455,3081,Beauty,West,18988,4938
6,2023,Qtr 3,July,19,1586,1206,Clothing,West,7612.799999999999,377
4,2023,Qtr 3,July,19,4119,2754,Electronics,North,14004.6,2989
4,2023,Qtr 3,July,20,5269,3933,Clothing,South,9814.2,1647
6,2023,Qtr 3,July,20,1609,1176,Clothing,West,7723.2,667
12,2023,Qtr 3,July,20,3146,2221,Electronics,West,15017.6,3494
5,2023,Qtr 3,July,21,4484,3660,Clothing,East,17936,-364
6,2023,Qtr 3,July,21,3986,2528,Clothing,South,19132.8,3965
2,2023,Qtr 3,July,21,1489,1060,Clothing,West,2233.5,114
3,2023,Qtr 3,July,21,1913,1073,Grocery,East,4304.25,1085
7,2023,Qtr 3,July,21,1159,839,Home,East,6896.05,1023
8,2023,Qtr 3,July,22,703,546,Electronics,South,4780.4,412
7,2023,Qtr 3,July,23,4240,3417,Clothing,North,29680,5761
1,2023,Qtr 3,July,23,2944,1540,Clothing,South,2944,1404
1,2023,Qtr 3,July,24,3215,2031,Electronics,North,2411.25,380
8,2023,Qtr 3,July,24,3567,3010,Electronics,South,27109.2,3029
8,2023,Qtr 3,July,24,771,506,Home,South,5242.8,1195
4,2023,Qtr 3,July,25,133,72,Beauty,South,399,111
8,2023,Qtr 3,July,25,2792,1473,Clothing,South,21219.2,9435
